label,youtube_id,time_start,time_end,split
base jumping,LYLo9jeDsvQ,72,82,train
base jumping,yJgG2n4-66A,21,31,train
base jumping,NDrJHpQmbwY,37,47,train
base jumping,bEW2_wf31TU,0,10,train
base jumping,sf18WasTCdM,24,34,train
base jumping,uGGNkw7UZEA,31,41,train
base jumping,XgoPvyG_JlA,59,69,train
base jumping,zqSfyIhFYb0,0,10,train
base jumping,IwInTrvKqJ0,0,10,train
base jumping,BwtjRtxj3h0,1,11,train
base jumping,7rs92Kjr1t4,0,10,train
base jumping,dZr_Tf5u9uE,9,19,train
base jumping,HuwsDLRh5YE,9,19,train
base jumping,T-lplpBMas4,11,21,train
base jumping,3kNyh05-P9E,0,10,train
base jumping,taEVud0nQdo,35,45,train
base jumping,GF8ztWI-eMg,0,10,train
base jumping,G1zemRxapPw,35,45,train
base jumping,Fjk8-l3WFmk,31,41,train
base jumping,u5pTi3pjt7Y,35,45,train
base jumping,UECJBB8HAM0,67,77,train
base jumping,yThwGeqf-mc,20,30,train
base jumping,i9iqXiRuIG0,0,10,train
base jumping,VY0zB3lBvK8,9,19,train
base jumping,wyRRbpb_6Hw,0,10,train
base jumping,qLr6xB6vicQ,20,30,train
base jumping,Ys5vpRe73cs,32,42,train
base jumping,uvVktrvjHME,32,42,train
base jumping,MyElD7nDC1Y,12,22,train
base jumping,iYxhq1ZcvVY,0,10,train
base jumping,AJm1y8mNKAs,2,12,train
base jumping,QNpygFAT5s4,46,56,train
base jumping,qyzg2n4UH2k,23,33,train
base jumping,-0UhLeBCvHE,36,46,train
base jumping,-ysd4OdFafs,0,10,train
base jumping,zr0Bddp8NLE,38,48,train
base jumping,uNGNGoNIrOg,0,10,train
base jumping,_A8A6ocMoy8,74,84,train
base jumping,SGrvfxp5_DA,59,69,train
base jumping,X6p5LL1UEzU,22,32,train
base jumping,CC2K3kNUK_U,53,63,train
base jumping,oYPSd2UAk8s,10,20,train
base jumping,J-prrrAyRD8,7,17,train
base jumping,ZnnaqnnhBeM,16,26,train
base jumping,yC6ZPt685EE,12,22,train
base jumping,2kkmQNWXX2s,0,10,train
base jumping,t2Em8bGIDmQ,0,10,train
base jumping,k_zw_yRoFq8,14,24,train
base jumping,gY1KG50GGm8,3,13,train
base jumping,UBwPm0NqPaU,27,37,train
base jumping,JOa-7NjuIU0,57,67,train
base jumping,0yH95kdHCTU,18,28,train
base jumping,5dE83b1-EJ0,24,34,train
base jumping,VMA0IAvqTUI,17,27,train
base jumping,v3PVut-hH34,10,20,train
base jumping,DV5Qsd917Vs,4,14,train
base jumping,bzD5Y0KyAa4,38,48,train
base jumping,ygAHu7YUx4Q,13,23,train
skipping rope,TFmAQpgVuwk,12,22,train
skipping rope,ogd5cmZNflw,44,54,train
skipping rope,iIl35DGzWio,0,10,train
skipping rope,Q19wA-GNiTA,45,55,train
skipping rope,KcoQnHNhhrY,13,23,train
skipping rope,CXSt6Aos0-I,48,58,train
skipping rope,_XKM9BkrgOo,1,11,train
skipping rope,frzvk28Jum0,51,61,train
skipping rope,uGwXa7T0hZ0,49,59,train
skipping rope,DiCU4hb2Bm0,45,55,train
skipping rope,gkf9vCgRgzI,24,34,train
skipping rope,M1QJxmlht6c,8,18,train
skipping rope,-TuVA28TVJc,33,43,train
skipping rope,a69mXqK5I7k,9,19,train
skipping rope,n1I0XEgORJk,1,11,train
skipping rope,9P7aaE0tTcM,47,57,train
skipping rope,QhaomNQHt7U,0,10,train
skipping rope,t11S-FkA0bU,10,20,train
skipping rope,FY0ZFKs8Fy0,7,17,train
skipping rope,pTmlOZY0e4c,67,77,train
skipping rope,F1mrUsvea0Y,22,32,train
skipping rope,R-c9l_a5Bwk,71,81,train
skipping rope,jsGwLN4lZIc,32,42,train
skipping rope,sIYYLmkyAms,4,14,train
skipping rope,1DTS-lRWuM4,6,16,train
skipping rope,OCURXh1gjmQ,57,67,train
skipping rope,BCDtU-UwiJg,19,29,train
skipping rope,2WEMMz7MaD4,44,54,train
skipping rope,5GbnsDqbR80,38,48,train
skipping rope,yIUz3e8SUAk,19,29,train
skipping rope,uak96Adxxc0,34,44,train
skipping rope,T8OL3iM2aY0,3,13,train
skipping rope,qByenFow2P8,10,20,train
skipping rope,Mp607D0jqHA,19,29,train
skipping rope,bgsKrnAx5ag,9,19,train
skipping rope,1gsPA1XgREU,11,21,train
skipping rope,v4k9akFrKeY,64,74,train
skipping rope,Qa6dbFxEsWw,32,42,train
skipping rope,W4Ig8K4K_yM,32,42,train
skipping rope,Ob-9X3kXD2I,35,45,train
skipping rope,5Png8tylSDk,5,15,train
skipping rope,iDVyGjGr_MA,4,14,train
skipping rope,pa3aYoFZGqs,0,10,train
skipping rope,PUWg7fXnCf0,7,17,train
skipping rope,U32uPAjl_qw,70,80,train
skipping rope,k53r76fNhhw,68,78,train
skipping rope,sBDrp6L_-t8,63,73,train
skipping rope,w5jt-RBeC8c,74,84,train
skipping rope,zbZmDFYr19k,6,16,train
skipping rope,5PZwn2mYvro,13,23,train
skipping rope,ZG-nl_LuEVI,20,30,train
skipping rope,mLW5ApNkPQ4,13,23,train
skipping rope,4WJ7o8IzAYs,63,73,train
skipping rope,YEGlIUUXsoY,0,10,train
skipping rope,KH-06wgsaic,3,13,train
skipping rope,iiBi_W8zY0A,55,65,train
skipping rope,eD827h4Ncng,30,40,train
skipping rope,-j4zxNDEtYA,0,10,train
skipping rope,nexV9GOaq3g,11,21,train
skipping rope,xbbIVMzVaGk,9,19,train
skipping rope,8It_HmkiM1E,0,10,train
skipping rope,sfxVeZ6LmBE,78,88,train
skipping rope,78stFnqSRgM,0,10,train
skipping rope,gjdBNGRkLfY,50,60,train
skipping rope,kNN0HbBEJm4,72,82,train
skipping rope,26U3SkeZU6M,21,31,train
skipping rope,RdmSBgDW3PA,38,48,train
skipping rope,W59ow7S4Yyg,15,25,train
skipping rope,Zhfm2dWtnpc,43,53,train
skipping rope,fM91asSmF0s,68,78,train
skipping rope,d_oFmR2SW28,25,35,train
skipping rope,9MHjWwTRBGY,63,73,train
skipping rope,12FX-dw-Y_8,8,18,train
skipping rope,MFP5imYvHmY,61,71,train
skipping rope,KcQOxbfshmE,9,19,train
skipping rope,i3x285jzBAY,0,10,train
skipping rope,_2G0blFKULE,0,10,train
skipping rope,O0yCZduhTZA,0,10,train
skipping rope,tW_2vOeCFf4,44,54,train
skipping rope,UmhUWA7nGE4,11,21,train
skipping rope,HE51ZXQUK10,53,63,train
skipping rope,9vr8RXQDF38,0,10,train
skipping rope,8syXnMvOMSY,28,38,train
skipping rope,c3ajb4FLBwE,0,10,train
skipping rope,y4098LTsFzQ,2,12,train
skipping rope,980nXGsJexw,9,19,train
skipping rope,Y-cAtZ8Ji6E,43,53,train
skipping rope,N1IDxNGggR4,0,10,train
skipping rope,sA59RdPjmZI,18,28,train
skipping rope,Yg_9EZ9mVOE,18,28,train
skipping rope,RQpKKcpz-xE,4,14,train
skipping rope,EN-xEdEF__A,8,18,train
skipping rope,0FyPS-tKu7Q,0,10,train
skipping rope,o5mD0j5WZEQ,28,38,train
skipping rope,xcj-YszXD6s,5,15,train
skipping rope,tHPlXqzHbYg,6,16,train
skipping rope,Ta0Xc4RN0Sg,61,71,train
skipping rope,9QvPzr-Q_sI,10,20,train
skipping rope,pAsAzjdqJSc,19,29,train
skipping rope,1TWdrO8cCxA,36,46,train
skipping rope,m76cYvacok4,1,11,train
skipping rope,8f59Zpd9C2I,24,34,train
skipping rope,If8WCec5yhQ,11,21,train
skipping rope,B0OQGA-s3Lk,41,51,train
skipping rope,7jSZ9_6ddU4,6,16,train
skipping rope,OPwfMtng8pg,50,60,train
skipping rope,1ewsEkiq2ys,51,61,train
skipping rope,_PXsEZ3LH6k,14,24,train
skipping rope,c1bHeFlMUIQ,62,72,train
skipping rope,V0HuMwJjqow,17,27,train
getting a haircut,Jbmf2uNLlSQ,2,12,train
getting a haircut,l5ZoWgR0vhM,37,47,train
getting a haircut,yl37hI-Bgkk,40,50,train
getting a haircut,lt4wzVhk4Hg,1,11,train
getting a haircut,oEukmb3so1Q,12,22,train
getting a haircut,xFdxseB_vlA,0,10,train
getting a haircut,oOU3UGPmunw,10,20,train
getting a haircut,6jdGD2nwSzc,49,59,train
getting a haircut,ctek6KN2zz8,55,65,train
getting a haircut,GNwTSRLGSgc,48,58,train
getting a haircut,Stbb3hXhOzQ,2,12,train
getting a haircut,N0KGyPWYgIM,15,25,train
getting a haircut,-QdQmCjtGiI,5,15,train
getting a haircut,KEh_Is6iV_o,8,18,train
getting a haircut,OfprdK0nKDg,0,10,train
getting a haircut,3rfMi7DqLpE,40,50,train
getting a haircut,MvWGsOiHURA,41,51,train
getting a haircut,R60fNUj_kls,0,10,train
getting a haircut,JyKZ3GZwDxA,80,90,train
getting a haircut,fjYFx1tBjpc,2,12,train
getting a haircut,KF1LvqpTYGE,35,45,train
getting a haircut,xAOvXDFIb08,41,51,train
getting a haircut,iJEVfHqEJrc,4,14,train
getting a haircut,_NNDaYktaAg,75,85,train
getting a haircut,2SrQKU0gFy4,0,10,train
getting a haircut,xCKA_w5kJ3I,64,74,train
getting a haircut,30tG0XvLUeU,44,54,train
getting a haircut,-BCoVGruruc,2,12,train
getting a haircut,WXegFxbmQI0,5,15,train
getting a haircut,W-AEiQ78LFI,15,25,train
getting a haircut,F4qRboY5XkY,78,88,train
getting a haircut,tiE8EyfBe3k,0,10,train
getting a haircut,hYQXwP8t4wM,3,13,train
getting a haircut,OJoWZdBEPCg,67,77,train
getting a haircut,WSFlr1C59z0,59,69,train
getting a haircut,jBU7PM7MfwM,21,31,train
getting a haircut,cb-tallUtfk,16,26,train
getting a haircut,_HvKycn4AzE,50,60,train
getting a haircut,3YpOlXSBrU8,53,63,train
getting a haircut,hSlsFByxxAg,73,83,train
getting a haircut,OPjvQTg3eDo,5,15,train
getting a haircut,Q14_LOI3a5s,0,10,train
getting a haircut,p38aTNBKZz0,59,69,train
getting a haircut,4Tp0FRpU4O8,17,27,train
getting a haircut,O2gtINT0jzU,18,28,train
getting a haircut,0ZHZ1ZqmT7s,0,10,train
getting a haircut,NfeHISrqJeA,68,78,train
getting a haircut,RET4ZRu_n90,2,12,train
getting a haircut,GtvX-inlPYQ,1,11,train
getting a haircut,BEnsZu1-ABE,16,26,train
getting a haircut,NbfkpRA64lo,44,54,train
getting a haircut,FROx-euFO8E,66,76,train
getting a haircut,aJXRjmoOzdc,49,59,train
getting a haircut,X4dqMwUjEgs,34,44,train
getting a haircut,DdSKkephGQk,3,13,train
getting a haircut,LD17c74x3zQ,60,70,train
getting a haircut,zsUkyv4MYQc,53,63,train
getting a haircut,5ChcH29qFto,24,34,train
getting a haircut,yTrUohK8IDY,4,14,train
getting a haircut,YO1CHhdF-pI,0,10,train
getting a haircut,Tbzs__2VhLk,58,68,train
getting a haircut,hzYQzEg2Pyg,10,20,train
getting a haircut,P-YJTVo0vDM,19,29,train
getting a haircut,5c5PFa8GR-A,10,20,train
getting a haircut,_aWolIwWjNw,57,67,train
getting a haircut,pOI9-zQuHq4,1,11,train
getting a haircut,AXRFg1N7JYw,1,11,train
getting a haircut,luSl6aGT1kw,10,20,train
getting a haircut,iiB3Q_cJm6Y,3,13,train
getting a haircut,uAYXc2r6ec0,1,11,train
getting a haircut,KhGknoEAxeE,3,13,train
getting a haircut,5u38fgU53og,68,78,train
getting a haircut,nbqGvFhn52g,0,10,train
getting a haircut,ndhU7CBYPVE,6,16,train
getting a haircut,q3H8WzEfLFo,0,10,train
getting a haircut,4tUi30VIjCY,21,31,train
getting a haircut,zmjk98GyEjA,39,49,train
getting a haircut,vQqILz6So1o,7,17,train
getting a haircut,LCV0qs-tjkg,2,12,train
getting a haircut,pRt07RykGXo,53,63,train
getting a haircut,_4AaShg97Ec,3,13,train
getting a haircut,-QUrEqvF2Jg,72,82,train
getting a haircut,fmfGY_9ilZ0,3,13,train
getting a haircut,ZL5IAPUQcqQ,12,22,train
getting a haircut,PLsbpG4PQ-U,67,77,train
getting a haircut,nkzI0l-gv8Y,25,35,train
getting a haircut,oEltRewYrw8,55,65,train
getting a haircut,Belsph-HCeI,70,80,train
getting a haircut,OciLX_ayv_Q,19,29,train
getting a haircut,YEpmEYXlBww,71,81,train
getting a haircut,Koat1tw_zIc,73,83,train
getting a haircut,yhcdC7qyyZk,58,68,train
getting a haircut,Zvsd12w7_uw,11,21,train
getting a haircut,LEiS5Fv0kHw,2,12,train
getting a haircut,1q8qjyJuI58,0,10,train
getting a haircut,-cts78Ef9cI,48,58,train
getting a haircut,Pv6Yn0j8unI,2,12,train
getting a haircut,xykG4lJ9Ul0,4,14,train
getting a haircut,iwGlNO0AehU,4,14,train
getting a haircut,-0WL_HWewTE,25,35,train
getting a haircut,WESPJZOWKC4,12,22,train
getting a haircut,wCQlP0VGBZI,16,26,train
getting a haircut,k4nvYVxoQmU,6,16,train
getting a haircut,ZZM51I8Dc1E,5,15,train
getting a haircut,q5w-shovWXc,29,39,train
getting a haircut,pjbylHbl18o,21,31,train
getting a haircut,f9nK1anPPNM,1,11,train
getting a haircut,m8cyt7h0Fxg,73,83,train
getting a haircut,ljCmSDunbJU,4,14,train
getting a haircut,RCrJSwTMUmM,29,39,train
riding camel,fi2wJ3Z_oDg,2,12,train
riding camel,DFsMM5WCkWE,11,21,train
riding camel,iL1LxS3b-dI,2,12,train
riding camel,5UXtxo4JAY8,48,58,train
riding camel,G3Ruv9UW95g,32,42,train
riding camel,1IjR5wKVl0o,8,18,train
riding camel,pffkRc4pEFM,42,52,train
riding camel,gADXKgnizBI,14,24,train
riding camel,fha7dz8Jb9A,22,32,train
riding camel,5IHA0B6opRA,15,25,train
riding camel,-Kzs8Emn3T8,7,17,train
riding camel,h38qS7FsF_o,6,16,train
riding camel,rK2w3AM-LjI,25,35,train
riding camel,9o9lrFVw834,24,34,train
riding camel,U3LI7hXnuZw,0,10,train
riding camel,6G5tuwweC-w,52,62,train
riding camel,uTY_j0Yh_Kw,41,51,train
riding camel,6gZj0svEE7k,10,20,train
riding camel,GNtakY494As,2,12,train
riding camel,KeOkjMaA4F8,7,17,train
riding camel,gT8AjsQhiCs,5,15,train
riding camel,piyNwsMO2mY,1,11,train
riding camel,z3kkSRbahfE,23,33,train
riding camel,FcEIYshzrJY,3,13,train
riding camel,3tm6gaBpNW8,1,11,train
riding camel,nM45qmQC6pI,50,60,train
riding camel,A3ITiZ9tPFA,28,38,train
riding camel,bh8ZdTLYBI8,49,59,train
riding camel,N-sNIOGkJLg,77,87,train
riding camel,byxITu5DXu0,55,65,train
riding camel,zCmsoPg5ofQ,0,10,train
riding camel,dwO4iOppeGo,70,80,train
riding camel,Tto6f_q5Lx4,13,23,train
riding camel,GSqV1hNALwg,2,12,train
riding camel,ET5ZgDI4TOQ,1,11,train
riding camel,6DAbcrO8mbU,7,17,train
riding camel,qouvp-oYMv4,5,15,train
riding camel,0bUpw92kf_c,62,72,train
riding camel,nfHyp7hsVPs,14,24,train
riding camel,t-H3ZnfQur8,15,25,train
riding camel,H3E_TBmDaNI,7,17,train
riding camel,GA-Veel0rks,41,51,train
riding camel,5t9mBHkDg4U,1,11,train
riding camel,f2OtrJRlGVU,37,47,train
riding camel,j4gF9dqw1fI,3,13,train
riding camel,19lg_bl0HzY,64,74,train
riding camel,NlYaa3VzWr4,3,13,train
riding camel,92Re86gfhZI,0,10,train
riding camel,VAce1Xuk63o,68,78,train
riding camel,X6rYDUo7pqc,9,19,train
riding camel,Ar15nlMXDxo,37,47,train
riding camel,0dV8bQs5v6o,13,23,train
riding camel,5TMcZZPlYwA,19,29,train
riding camel,bQzHIG5_BL4,27,37,train
riding camel,FU1RIgcJ_5A,0,10,train
riding camel,q7CIyP16veg,35,45,train
riding camel,ywU5JXHxVnw,2,12,train
riding camel,HSapSTK5CCg,4,14,train
riding camel,r0n13cSGcys,0,10,train
riding camel,_fAyuIovGiY,19,29,train
riding camel,g-WWg7kIXiA,26,36,train
riding camel,RQBohrQ8QZM,31,41,train
riding camel,0DHdxqytNTo,14,24,train
riding camel,nfH0p_KAHSk,29,39,train
riding camel,ZBUzUQwtANU,6,16,train
riding camel,TbkDN4mDuHw,26,36,train
riding camel,2JCdh4NxSEY,0,10,train
riding camel,xgIaB0VojPI,36,46,train
riding camel,8-PUbQc8NHU,77,87,train
riding camel,Sgfvj_6ChVg,0,10,train
riding camel,69tMwjnna-E,9,19,train
riding camel,cagT6xA-VOw,0,10,train
riding camel,9MjSJCaOn5Q,24,34,train
riding camel,BEKBMZBm9pA,8,18,train
riding camel,hd_vj3Xwz6E,12,22,train
riding camel,P12jkfEC5Jg,51,61,train
riding camel,-gsQBgVUtKI,5,15,train
riding camel,2f5GS2I0SA4,46,56,train
riding camel,15iug-PHLAk,2,12,train
riding camel,JeeGt_tJjZM,0,10,train
riding camel,k9yfsoSEBOk,5,15,train
riding camel,1egUTe7R1Rg,3,13,train
riding camel,hWqkIrZB8zI,29,39,train
riding camel,p9HRoE53OqY,14,24,train
riding camel,C9hUtVgb7Rk,57,67,train
riding camel,gB2JpUu_2xo,8,18,train
riding camel,WEFtp4-FgRo,27,37,train
riding camel,EQULJzMzmeM,3,13,train
riding camel,EeInpSREuOY,22,32,train
riding camel,0yy1Df51_QE,61,71,train
riding camel,9uXcD4PQYeg,7,17,train
riding camel,4PFZwcufqWo,1,11,train
riding camel,SciseNMb_r0,8,18,train
riding camel,VBHmOM6KEuo,25,35,train
riding camel,WGEYylGRLyk,7,17,train
riding camel,71HiCQTEFJ8,2,12,train
riding camel,kBpwsocEw78,58,68,train
riding camel,X8J7fCLDkY0,19,29,train
riding camel,jPNoDkIb5q8,46,56,train
riding camel,ae9D1u1Lxcw,29,39,train
riding camel,S_a9f4TdwWc,32,42,train
riding camel,96MRc2ks4gQ,3,13,train
riding camel,Cc1qiD4bVRc,12,22,train
riding camel,0yAa3oIB0TI,52,62,train
riding camel,yhf8URYNWEw,5,15,train
riding camel,TEZpZkxNfBo,9,19,train
riding camel,ePMptyICoSA,76,86,train
riding camel,Yr9IEd_iUyM,29,39,train
riding camel,y-7fycRaeOE,15,25,train
riding camel,VSx2BlykOSw,41,51,train
zumba,hcW8mshwWTA,73,83,train
zumba,7KDT7rPG-YI,2,12,train
zumba,99nXDdc4WCQ,27,37,train
zumba,f23BrxciW7M,1,11,train
zumba,DABOOtlLIWE,35,45,train
zumba,7DaQ-Xtat44,0,10,train
zumba,ODsFDvcEXh0,2,12,train
zumba,jZM_SnHTrkk,2,12,train
zumba,h4lJerahHGs,5,15,train
zumba,_27IlPGsINY,26,36,train
zumba,3o9_h3jcOV8,13,23,train
zumba,pWPZVkEnPKw,18,28,train
zumba,eLj7ZVhlGgM,1,11,train
zumba,6ofLwTMkDT4,68,78,train
zumba,Hdeyoppszi4,4,14,train
zumba,nVKz_hbADc4,15,25,train
zumba,xxpRMgpTPa8,34,44,train
zumba,h_wK0nCdMAA,2,12,train
zumba,ABTV6jPbWO8,69,79,train
zumba,et1sY5j0WgQ,67,77,train
zumba,vYZKgVPq1T0,66,76,train
zumba,3OKcjEaelEs,3,13,train
zumba,t1ffDobf7ac,21,31,train
zumba,oIzVZ_qLMVw,37,47,train
zumba,_8u016Ofqhk,23,33,train
zumba,QjjxoGmrCWA,3,13,train
zumba,5P5f-TMXMkM,35,45,train
zumba,y43FY6Dh6MA,74,84,train
zumba,HfH29SzWlMM,7,17,train
zumba,GaNJup0cuH8,35,45,train
zumba,M0XolpbR4M0,0,10,train
zumba,uIRcY-eeal0,0,10,train
zumba,OFr1Ao5QLyI,3,13,train
zumba,HD5SY7t5xIQ,1,11,train
zumba,N9n5Kgmixzo,12,22,train
zumba,9GKiiBSZRGc,13,23,train
zumba,ox2bngG9uY4,4,14,train
zumba,4k3qOv-Ft5s,0,10,train
zumba,Wd1Ov5KzPTE,22,32,train
zumba,b8Cl1Lm2gkI,62,72,train
zumba,iTUVKLnekxs,7,17,train
zumba,ZNOC_joKQJs,4,14,train
zumba,YTRUyLi74Jk,18,28,train
zumba,1m_T0UIdMzw,31,41,train
zumba,24TJ6ahlXug,0,10,train
zumba,wgdNhZ3Va2o,40,50,train
zumba,uLHMqPSZdvo,13,23,train
zumba,GTq8wYmT844,4,14,train
zumba,_GRX1r0JV30,39,49,train
zumba,HR9KDIqrUrg,35,45,train
zumba,jGDeXmRhwVM,33,43,train
zumba,XXYSVmt2CQg,36,46,train
zumba,YgolPi1OFXE,2,12,train
zumba,nrnEx69BkmU,70,80,train
zumba,E2VhL8T82tQ,47,57,train
zumba,rOUUpRe4mpU,8,18,train
zumba,KSOt1TYKyxs,49,59,train
zumba,7_gEtxgwm80,64,74,train
zumba,FVJHAmA3Cxg,41,51,train
zumba,CfvRgAtkFnQ,19,29,train
zumba,BfV2X95r_Es,29,39,train
zumba,1HlgeKHvZkk,22,32,train
zumba,jihVXycl8BE,53,63,train
zumba,4FWIk6nPhfE,16,26,train
zumba,bdxYrDeuDio,52,62,train
zumba,GyR3WX_Qclo,40,50,train
zumba,-jNzmOo6Bnc,64,74,train
zumba,7il96ABspi8,42,52,train
zumba,RDgjhr2U-bk,78,88,train
zumba,jiZGo2jnadQ,4,14,train
zumba,vW8dwWV5JIs,61,71,train
zumba,G9CFMk492Po,42,52,train
zumba,_URmIF4eHg4,14,24,train
zumba,N9oG6_FAmok,48,58,train
zumba,r2Z5QWX1UKg,22,32,train
zumba,M1-skh615Pk,7,17,train
zumba,dumn2gxTFqw,56,66,train
zumba,8EP2GtxXAvo,24,34,train
zumba,THJBipwDDM4,10,20,train
zumba,6KMRTC9602Y,3,13,train
zumba,FY41EwgQpfM,57,67,train
zumba,o6r7Gr6wlMA,10,20,train
zumba,wFm9g-y5yLk,35,45,train
zumba,SUSF2o6vz44,21,31,train
zumba,1q2cGKgZbqQ,43,53,train
zumba,G1l6WNm_KAg,65,75,train
zumba,yniFaCqhyCQ,2,12,train
zumba,QBHks-N2UKw,26,36,train
zumba,dLE3na73hbY,75,85,train
zumba,ICr8i-LIzgo,4,14,train
zumba,ZROUVJBRugw,66,76,train
zumba,PmFuT1x8uqE,38,48,train
zumba,hjTqOLwdwbw,0,10,train
zumba,c-tAaFRZR1Y,12,22,train
zumba,poQ2H1fB5P8,38,48,train
zumba,dLE5YOEqBGs,78,88,train
zumba,kjhnVD_5R04,21,31,train
zumba,U0JqQtMmNJM,1,11,train
zumba,REjpQziW4sI,32,42,train
zumba,EMpquw0LZL8,5,15,train
zumba,T-Iir18uJCU,14,24,train
zumba,e1GdwaGw6TQ,79,89,train
zumba,bemBLJyO9XQ,35,45,train
zumba,gK7RW_KdvB4,18,28,train
zumba,3andpBUHZo8,33,43,train
zumba,N4VBi3i7itY,42,52,train
zumba,vRaY7utnTts,12,22,train
zumba,r5CiCcQ6T_w,68,78,train
zumba,uAsLU6ktO7k,22,32,train
zumba,XUyqRQAG-RM,54,64,train
shucking oysters,Zb-63UPSIVI,11,21,train
shucking oysters,oAIEoE0_-Jk,4,14,train
shucking oysters,filjeD9sxVQ,44,54,train
shucking oysters,d2GNIg457IU,11,21,train
shucking oysters,9dHLfuC7dcQ,32,42,train
shucking oysters,o-rBk9deUro,23,33,train
shucking oysters,IUL095L9hCs,23,33,train
shucking oysters,kKvvRDzFnco,31,41,train
shucking oysters,8DZoAsZNXOU,43,53,train
shucking oysters,zxRhZ4aShqQ,27,37,train
shucking oysters,rFK0ygBQVnI,72,82,train
shucking oysters,HpYmjv4jGkU,2,12,train
shucking oysters,_brXNxUHUY8,26,36,train
shucking oysters,yYCw2Nitzis,7,17,train
shucking oysters,fpTVn8SPzP0,7,17,train
shucking oysters,zKl7AkDVg2Y,66,76,train
shucking oysters,dcls_yHz9BA,26,36,train
shucking oysters,SqsFh0VWOiM,9,19,train
shucking oysters,_trVnVmS-Sw,71,81,train
shucking oysters,h0yNKGkXdKs,46,56,train
shucking oysters,SSXjEhvsxQo,6,16,train
shucking oysters,O4EdngitZpI,12,22,train
shucking oysters,L5gyphdY2xo,24,34,train
shucking oysters,W4MeCs15-EE,50,60,train
shucking oysters,N3gRgP5eVwA,76,86,train
shucking oysters,ptD1GmCuDDc,59,69,train
shucking oysters,_ivdP9K17fk,62,72,train
shucking oysters,WcvaDdx0m0Y,7,17,train
shucking oysters,SrxMVt_2BsU,0,10,train
shucking oysters,tt6pE9v5kTU,2,12,train
shucking oysters,T0jmJhVLlh4,34,44,train
shucking oysters,r7jpWjwDCLM,27,37,train
shucking oysters,cfYRA71BF44,18,28,train
shucking oysters,vBWoftEqHdM,42,52,train
shucking oysters,4ppaUaCe6QM,31,41,train
shucking oysters,iiS8UMBQWko,50,60,train
shucking oysters,-8tmIPFoP6g,69,79,train
shucking oysters,6ADa9dVGZBw,36,46,train
shucking oysters,VW0h4MzBVnE,43,53,train
shucking oysters,3k1FHkV7PFs,20,30,train
shucking oysters,fwQKXmz7xqE,18,28,train
shucking oysters,hwPGKZFFyRU,9,19,train
shucking oysters,LCsm4U9liZA,64,74,train
shucking oysters,7vTrk-6uUko,0,10,train
shucking oysters,ctS6ukrk_JY,23,33,train
shucking oysters,_HD1xI--N1I,43,53,train
shucking oysters,dXO7OJzBQAg,3,13,train
shucking oysters,v_2UAyPKj6E,0,10,train
shucking oysters,NpUB8SThl7w,28,38,train
shucking oysters,2vqzinUOYSk,66,76,train
shucking oysters,fTxBdFKgHD0,47,57,train
shucking oysters,9ZlJoSWY710,10,20,train
shucking oysters,h0noF2xiwXE,2,12,train
shucking oysters,HNWGXi3nmEg,21,31,train
shucking oysters,J2r4zpFmGFY,24,34,train
shucking oysters,uBT7MR4in1s,0,10,train
shucking oysters,TjqAPf-UUT4,28,38,train
shucking oysters,d0uRqXrYAOQ,43,53,train
shucking oysters,S4rLrOXCL9o,72,82,train
shucking oysters,BueBq0uwdaw,22,32,train
shucking oysters,JyC3EZIfGGQ,35,45,train
shucking oysters,0SzQ2myAkLY,12,22,train
shucking oysters,Zr7VBWsIaA0,25,35,train
shucking oysters,Ai7-Groo9qM,16,26,train
shucking oysters,DGwbTSvivg8,40,50,train
shucking oysters,vFUfLyTZUPg,16,26,train
shucking oysters,DmYcFgUYfGI,9,19,train
shucking oysters,Z018pWvoahQ,17,27,train
shucking oysters,PY-bMlQTmoI,43,53,train
shucking oysters,bTo9Y8nmHyA,0,10,train
shucking oysters,07SnVbjnwX8,25,35,train
shucking oysters,-WNC9uKR3sU,11,21,train
shucking oysters,nf2xz8d_2qI,24,34,train
shucking oysters,YV2oRuB80YE,5,15,train
shucking oysters,OWp6510upbY,8,18,train
shucking oysters,V8SW7Tckjbw,8,18,train
shucking oysters,wEYM835NDkM,49,59,train
shucking oysters,REUWAq7Xuk8,1,11,train
shucking oysters,EUhk3XJcD5Y,7,17,train
shucking oysters,i3B9iej5AZw,67,77,train
shucking oysters,X9BB9IOhI9g,28,38,train
shucking oysters,u2sz4WLwd0A,18,28,train
shucking oysters,9nDI4m-CdSI,0,10,train
shucking oysters,b0jWPwc4LmA,38,48,train
shucking oysters,TZvf-8n1WD0,0,10,train
shucking oysters,xy6HxBHrENU,53,63,train
shucking oysters,BzRqYLS2xcg,38,48,train
shucking oysters,QH9ZdPlc1pA,0,10,train
shucking oysters,V0-rkkPaZvM,74,84,train
shucking oysters,bD0sx9GTU_8,19,29,train
shucking oysters,Uk6DTBypaRI,77,87,train
shucking oysters,zf-GiePqlgk,2,12,train
shucking oysters,YMXsq1d8rkk,1,11,train
shucking oysters,KZCwd8nPBAQ,5,15,train
shucking oysters,NRR0oPT-83Y,0,10,train
shucking oysters,5xgPHouiufo,20,30,train
shucking oysters,doGzY-U71y4,5,15,train
shucking oysters,mXW-bn-sP4g,59,69,train
shucking oysters,6kafP-LQ_fE,51,61,train
shucking oysters,0viwzKUUV30,1,11,train
